project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ013350,CMP04307,Nexus Efficiency Enhancement,2019-11-22,2021-04-23,Completed,Email Automation,3,111867,129541,115.8,Procurement,Hexaware Technologies,Australia,Mining & Metals,6212,No,No
PRJ013351,CMP01773,Digital Efficiency Enhancement,2018-08-11,2019-03-12,Completed,Inventory Management,33,111182,141534,127.3,Legal & Compliance,KPIT Technologies,Sweden,Healthcare & Pharmaceuticals,30198,Yes,No
PRJ013352,CMP03392,Enterprise Efficiency Enhancement,2021-05-20,2023-05-15,Completed,Customer Onboarding,23,83896,64599,77.0,Audit,WNS Global Services,South Korea,Legal Services,32603,Yes,Yes
PRJ013353,CMP02921,Atlas Operational Excellence,2021-03-05,2021-10-09,Completed,Payroll Automation,16,109674,421696,384.5,Human Resources,PwC,Uruguay,Hospitality & Travel,149553,No,Yes
PRJ013354,CMP04364,Digital Smart Operations,2025-08-06,2027-01-10,Planned,Invoice Processing,3,34623,44455,128.4,Finance & Accounting,Genpact,Netherlands,Legal Services,1380,No,Yes
PRJ013355,CMP02989,Scalable Smart Operations,2021-05-31,2022-07-02,Completed,Inventory Management,20,83896,118796,141.6,Data Entry,KPIT Technologies,United Kingdom,Government & Public Sector,8789,No,Yes
PRJ013356,CMP02193,Robust Process Optimization,2025-02-13,2026-04-25,Completed,Inventory Management,27,43285,184437,426.1,Finance & Accounting,KPMG,United Arab Emirates,Transportation & Logistics,262575,Yes,Yes
PRJ013357,CMP01854,Vanguard Intelligent Workflow,2016-06-12,2017-04-04,Completed,Payroll Automation,14,229879,105514,45.9,Operations,McKinsey & Company,Bahrain,FMCG & Consumer Goods,9361,No,No
PRJ013358,CMP03582,Nova Operational Excellence,2022-05-17,2023-11-30,Completed,Order Processing,24,295280,500204,169.4,KYC & AML Compliance,EY,France,Telecommunications,22580,No,Yes
PRJ013359,CMP01010,Phantom Workforce Digitization,2017-02-13,2017-08-21,Completed,Customer Support Automation,5,110089,182967,166.2,Human Resources,EXL Service,Ireland,Government & Public Sector,11352,No,Yes
PRJ013360,CMP01158,Nova Intelligent Automation,2025-11-28,,Active,IT Helpdesk,2,166089,278863,167.9,Healthcare Administration,EY,Portugal,Oil & Gas,5463,No,Yes
PRJ013361,CMP04891,Streamlined Cognitive Automation,2021-11-26,,Active,Invoice Processing,18,23777,82315,346.2,Risk Management,Infosys,Ireland,FMCG & Consumer Goods,152371,Yes,No
PRJ013362,CMP02261,Horizon Intelligent Automation,2019-04-14,,Active,Email Automation,7,97744,90119,92.2,Finance & Accounting,McKinsey & Company,Germany,Energy & Utilities,15061,Yes,Yes
PRJ013363,CMP03042,Digital Workforce Digitization,2015-08-11,,Active,Data Validation,46,210845,799945,379.4,Research & Development,WNS Global Services,Singapore,FMCG & Consumer Goods,422137,Yes,No
PRJ013364,CMP00088,Unified Process Automation,2021-04-26,2021-07-28,Completed,Document Processing,16,134563,488060,362.7,Procurement,WNS Global Services,India,Education,66940,No,No
PRJ013365,CMP01039,Quantum RPA Deployment,2018-03-03,,Active,Compliance Monitoring,2,35960,81413,226.4,KYC & AML Compliance,Oracle Consulting,Vietnam,Manufacturing,5090,Yes,Yes
PRJ013366,CMP04611,Titan Efficiency Enhancement,2020-12-16,2026-09-11,Planned,Back Office Automation,33,267778,205117,76.6,Quality Assurance,Tata Consultancy Services,Israel,Hospitality & Travel,46319,Yes,Yes
PRJ013367,CMP04814,Horizon Smart Operations,2019-12-17,,Active,Financial Reconciliation,43,61073,170576,279.3,Sales & Marketing,SAP Consulting,Germany,Insurance,231883,No,Yes
PRJ013368,CMP03992,Quantum Bot Operations,2025-06-08,2028-12-24,Planned,Contract Analysis,3,68591,102063,148.8,Quality Assurance,SAP Consulting,United States,Life Sciences,9128,No,No
PRJ013369,CMP02180,Hyper RPA Deployment,2017-12-13,,Active,Fraud Detection,13,588009,767351,130.5,Content Moderation,Genpact,Poland,Legal Services,24479,Yes,No
PRJ013370,CMP02110,Phantom Hyperautomation,2023-03-13,2024-03-15,Completed,Data Extraction & Migration,22,23947,119735,500.0,KYC & AML Compliance,Virtusa,South Africa,Retail & E-Commerce,131943,Yes,No
PRJ013371,CMP02220,Unified Hyperautomation,2023-12-16,2024-03-10,Completed,Fraud Detection,5,110601,208151,188.2,Inventory Management,Tech Mahindra,Switzerland,Construction & Engineering,9628,Yes,Yes
PRJ013372,CMP02034,Intelligent Operational Excellence,2022-10-28,2023-01-24,Completed,Front Office Automation,14,41747,56901,136.3,Human Resources,LTI Mindtree,Japan,Telecommunications,7021,Yes,Yes
PRJ013373,CMP00708,Agile Intelligent Automation,2017-04-13,2019-03-07,Completed,Customer Onboarding,33,66883,228739,342.0,KYC & AML Compliance,Capgemini,United States,Life Sciences,268275,No,No
PRJ013374,CMP02395,Digital Intelligent Workflow,2025-08-09,,Active,Inventory Management,36,141786,133845,94.4,Finance & Accounting,McKinsey & Company,Italy,Technology & IT Services,61981,No,Yes
PRJ013375,CMP00240,Hyper Smart Operations,2021-10-13,,Active,HR Onboarding,35,118664,264502,222.9,Fraud Detection,EY,Mexico,Real Estate,121893,No,Yes
PRJ013376,CMP03517,Prism Workforce Digitization,2016-01-25,2016-10-21,Completed,Document Processing,29,184585,437097,236.8,Inventory Management,Cognizant,South Africa,Media & Entertainment,85583,Yes,No
PRJ013377,CMP01176,Vanguard Process Optimization,2019-11-04,,Active,Quality Control,17,158759,187653,118.2,Operations,Tech Mahindra,Mexico,Life Sciences,12285,No,No
PRJ013378,CMP03852,Next-Gen Digital Workforce,2017-06-28,2017-11-29,Completed,HR Onboarding,6,307942,768007,249.4,Supply Chain & Procurement,Birlasoft,Germany,Technology & IT Services,23380,No,Yes
PRJ013379,CMP02089,Pinnacle Workforce Digitization,2024-10-05,2026-04-17,Completed,Financial Reconciliation,21,115665,170374,147.3,Human Resources,IBM Consulting,Malaysia,Mining & Metals,51081,Yes,Yes
PRJ013380,CMP04068,Intelligent Workforce Digitization,2024-02-14,2025-09-11,Completed,Front Office Automation,44,84654,95151,112.4,Data Management,Tech Mahindra,Brazil,Manufacturing,55237,Yes,Yes
PRJ013381,CMP00056,Phantom Smart Operations,2020-03-08,2022-05-14,Planned,Financial Reconciliation,22,26332,40208,152.7,Product Management,Hitachi Consulting,Ireland,Government & Public Sector,44315,No,No
PRJ013382,CMP02863,Strategic RPA Deployment,2018-12-30,2020-11-26,Completed,Regulatory Reporting,14,698952,826860,118.3,Supply Chain & Procurement,EY,China,Telecommunications,8574,No,No
PRJ013383,CMP01101,Quantum Smart Operations,2024-08-04,2025-04-08,Completed,Invoice Processing,34,436135,536009,122.9,Sales & Marketing,Accenture,Spain,Hospitality & Travel,27694,No,No
PRJ013384,CMP04378,Next-Gen Process Optimization,2022-11-02,2023-09-11,Completed,Process Automation,45,589852,677739,114.9,Quality Assurance,EY,China,Insurance,28128,Yes,No
PRJ013385,CMP02133,Nova Workflow Automation,2021-02-07,2021-11-28,Completed,Document Processing,46,30966,36446,117.7,Content Moderation,SAP Consulting,United States,Telecommunications,109496,No,Yes
PRJ013386,CMP00689,Digital Digital Transformation,2018-11-04,,Active,Report Generation,45,412582,1267039,307.1,KYC & AML Compliance,Birlasoft,Nigeria,Construction & Engineering,162815,Yes,Yes
PRJ013387,CMP02275,Nova Workflow Automation,2022-07-08,,Active,Lead Generation,16,104018,122117,117.4,Finance & Accounting,Mphasis,Singapore,Oil & Gas,43691,Yes,Yes
PRJ013388,CMP00115,Nexus RPA Deployment,2024-08-25,2025-05-05,Planned,Financial Reconciliation,23,279825,319839,114.3,Customer Onboarding,Deloitte,Indonesia,Healthcare & Pharmaceuticals,31658,No,Yes
PRJ013389,CMP03991,Intelligent Bot Operations,2024-02-19,2026-01-13,Completed,Fraud Detection,42,43545,23906,54.9,Finance & Accounting,Accenture,India,Hospitality & Travel,22812,Yes,No
PRJ013390,CMP04705,Scalable Automation Platform,2017-05-16,,Active,Financial Reconciliation,2,250966,375947,149.8,Human Resources,Oracle Consulting,Poland,Education,7087,Yes,Yes
PRJ013391,CMP03207,Accelerated Automation Initiative,2021-05-17,2022-03-31,Completed,Order Processing,37,67375,104363,154.9,Legal & Compliance,Virtusa,Chile,Education,18330,Yes,Yes
PRJ013392,CMP01489,Unified Operational Excellence,2019-02-11,2019-10-22,Completed,Lead Generation,34,68987,80438,116.6,IT & Technology,Cognizant,Indonesia,Aerospace & Defense,73129,No,No
PRJ013393,CMP00882,Vanguard Cognitive Automation,2018-10-18,2020-06-21,Completed,Process Automation,7,41786,20516,49.1,Healthcare Administration,Virtusa,Italy,Manufacturing,4007,Yes,No
PRJ013394,CMP03739,Sentinel Digital Transformation,2024-11-10,2025-06-16,Completed,Document Processing,8,31818,32104,100.9,Report Generation,Bain & Company,Canada,FMCG & Consumer Goods,8809,Yes,Yes
PRJ013395,CMP01962,Hyper Digital Workforce,2024-10-15,,Active,Email Automation,7,417122,807131,193.5,Content Moderation,Capgemini,Japan,Legal Services,20711,Yes,No
PRJ013396,CMP03922,Seamless RPA Deployment,2022-02-01,2023-09-08,Completed,Invoice Processing,36,31841,83901,263.5,Audit,LTI Mindtree,Israel,Aerospace & Defense,213606,Yes,No
PRJ013397,CMP01864,Comprehensive Workforce Digitization,2025-02-02,,Active,Report Generation,37,57089,66851,117.1,Facilities Management,Accenture,United Kingdom,Legal Services,21606,No,Yes
PRJ013398,CMP01888,Forge Automation Initiative,2020-10-25,2021-07-05,Completed,IT Helpdesk,27,119616,273801,228.9,Tax,Hexaware Technologies,Finland,Nonprofit & NGO,124198,No,No
PRJ013399,CMP04347,Robust Task Automation,2023-01-26,2024-07-10,Completed,Compliance Monitoring,6,155451,174726,112.4,Sales & Marketing,Birlasoft,Vietnam,Banking & Financial Services,5657,Yes,Yes
PRJ013400,CMP03216,Enterprise Smart Operations,2017-09-16,2028-07-27,Planned,Compliance Monitoring,47,305906,478131,156.3,Procurement,Aricent,India,Professional Services & Consulting,178466,No,Yes
PRJ013401,CMP01549,Comprehensive Hyperautomation,2017-12-19,,Active,Regulatory Reporting,35,133806,482638,360.7,Content Moderation,Deloitte,Argentina,Hospitality & Travel,117966,Yes,No
PRJ013402,CMP01791,Automated Process Optimization,2024-09-17,2025-11-23,Completed,Compliance Monitoring,2,389864,1413646,362.6,Content Moderation,Hexaware Technologies,Belgium,Agriculture & Food Processing,6400,No,Yes
PRJ013403,CMP04278,Atlas Task Automation,2025-12-22,2027-02-19,Planned,Process Automation,1,45455,34136,75.1,Product Management,Capgemini,Canada,Transportation & Logistics,1296,Yes,No
PRJ013404,CMP04251,Nova Process Mining,2021-10-11,2022-11-17,Completed,Compliance Monitoring,41,83263,44795,53.8,Content Moderation,Mphasis,United States,Banking & Financial Services,42514,No,Yes
PRJ013405,CMP02735,Strategic Process Automation,2023-06-06,,Active,Fraud Detection,24,34402,28450,82.7,Legal & Compliance,Tata Consultancy Services,Taiwan,Banking & Financial Services,32850,Yes,Yes
PRJ013406,CMP04715,Comprehensive Workflow Automation,2023-05-10,2024-07-23,Planned,Fraud Detection,36,177515,627160,353.3,Order Processing,Virtusa,Egypt,Insurance,61535,Yes,Yes
PRJ013407,CMP00980,Horizon Workforce Digitization,2021-10-20,,Active,Back Office Automation,21,21381,22193,103.8,Legal & Compliance,SAP Consulting,Finland,FMCG & Consumer Goods,15990,No,Yes
PRJ013408,CMP00944,Optimized Digital Transformation,2017-05-28,2018-02-05,Completed,Data Extraction & Migration,24,185981,132046,71.0,Quality Assurance,Bain & Company,Argentina,Legal Services,8767,Yes,Yes
PRJ013409,CMP00325,Global Intelligent Automation,2015-08-21,2017-04-06,Completed,HR Onboarding,16,380432,1420152,373.3,Human Resources,SAP Consulting,France,Transportation & Logistics,23091,Yes,No
PRJ013410,CMP00789,Quantum RPA Deployment,2015-12-19,2022-05-02,Planned,HR Onboarding,8,160851,722542,449.2,Data Management,DXC Technology,Italy,Construction & Engineering,53106,No,Yes
PRJ013411,CMP04538,End-to-End Workflow Automation,2016-03-07,2017-01-23,Completed,Invoice Processing,32,51684,41657,80.6,Invoice Processing,Capgemini,Philippines,Agriculture & Food Processing,15032,Yes,No
PRJ013412,CMP02518,Apex Workflow Automation,2021-04-24,2026-02-12,Planned,Email Automation,25,130480,223381,171.2,Product Management,Aricent,Japan,Construction & Engineering,59853,No,Yes
PRJ013413,CMP02281,Atlas Process Automation,2019-08-10,,Active,Quality Control,47,407336,638702,156.8,Payroll,Genpact,United States,Energy & Utilities,50904,No,No
PRJ013414,CMP03086,Global Process Reengineering,2015-02-27,,Active,Back Office Automation,23,510445,696246,136.4,Research & Development,Compunnel,South Korea,Energy & Utilities,19460,Yes,Yes
PRJ013415,CMP00946,Accelerated Task Automation,2021-12-05,2026-08-17,Planned,Regulatory Reporting,10,52397,209483,399.8,Inventory Management,Capgemini,United States,Life Sciences,53450,Yes,No
PRJ013416,CMP00072,Prism Process Automation,2021-03-06,,Active,Report Generation,43,61537,131750,214.1,KYC & AML Compliance,Tech Mahindra,India,Mining & Metals,59728,Yes,No
PRJ013417,CMP00131,Atlas Intelligent Automation,2015-04-20,,Active,Payroll Automation,27,134361,671133,499.5,KYC & AML Compliance,IBM Consulting,South Africa,FMCG & Consumer Goods,243740,Yes,No
PRJ013418,CMP02067,Horizon Cognitive Automation,2019-03-14,2020-04-26,Planned,Process Automation,35,79988,191971,240.0,Audit,KPIT Technologies,Sweden,Automotive,128240,No,Yes
PRJ013419,CMP04647,Agile Workforce Digitization,2020-08-28,2022-01-04,Completed,Claims Processing,34,44309,142630,321.9,Treasury,IBM Consulting,South Africa,Transportation & Logistics,96509,Yes,No
PRJ013420,CMP01631,Nexus Operational Excellence,2025-03-19,2026-05-22,Completed,Claims Processing,12,560262,927233,165.5,Quality Assurance,Deloitte,Poland,Real Estate,29985,Yes,Yes
PRJ013421,CMP04722,Comprehensive Process Automation,2015-10-12,2017-05-11,Completed,Back Office Automation,34,515726,1235679,239.6,Facilities Management,EY,Spain,Life Sciences,168892,No,Yes
PRJ013422,CMP04999,Forge Workflow Automation,2019-02-02,,Active,Order Processing,14,62822,119675,190.5,Audit,Hitachi Consulting,Canada,Automotive,42152,No,No
PRJ013423,CMP02110,Agile Task Automation,2022-03-19,,Active,Compliance Monitoring,31,139479,124136,89.0,Audit,Tata Consultancy Services,Germany,Retail & E-Commerce,11259,Yes,No
PRJ013424,CMP00782,End-to-End Cognitive Automation,2018-10-06,2020-10-03,Completed,Fraud Detection,1,87486,64564,73.8,Facilities Management,KPMG,Thailand,Mining & Metals,1076,No,Yes
PRJ013425,CMP00222,Apex Workflow Automation,2016-07-18,,Active,Supply Chain Optimization,39,328868,445945,135.6,Quality Assurance,Bain & Company,India,Telecommunications,82990,Yes,Yes
PRJ013426,CMP03967,Hyper Process Reengineering,2017-12-10,2018-03-19,Planned,Supply Chain Optimization,5,273248,128153,46.9,Operations,Aricent,Germany,Oil & Gas,4238,Yes,No
PRJ013427,CMP00586,Advanced Automation Initiative,2018-04-11,,Active,Front Office Automation,41,48906,65974,134.9,Order Processing,Zensar Technologies,Sweden,Automotive,130805,No,Yes
PRJ013428,CMP00144,End-to-End Digital Transformation,2020-05-23,2020-09-21,Completed,Data Extraction & Migration,19,138465,249375,180.1,Order Processing,Oracle Consulting,Netherlands,Retail & E-Commerce,46099,Yes,Yes
PRJ013429,CMP03312,Horizon Process Reengineering,2025-09-11,,Active,Financial Reconciliation,5,32665,34690,106.2,Content Moderation,Wipro,China,Chemical & Materials,2262,Yes,Yes
PRJ013430,CMP01914,Nexus Digital Transformation,2016-03-11,2016-11-30,Completed,HR Onboarding,6,78528,88422,112.6,Supply Chain & Procurement,McKinsey & Company,Japan,Real Estate,8198,Yes,Yes
PRJ013431,CMP03912,Comprehensive Workforce Digitization,2025-04-17,2026-04-08,Completed,Claims Processing,50,490232,1643257,335.2,Quality Assurance,Tata Consultancy Services,Ecuador,Media & Entertainment,135015,Yes,Yes
PRJ013432,CMP00246,Enterprise End-to-End Automation,2018-11-18,2020-06-25,Completed,Document Processing,9,43579,65150,149.5,Treasury,Capgemini,Nigeria,Agriculture & Food Processing,21643,Yes,Yes
PRJ013433,CMP03727,Quantum Bot Operations,2018-01-20,,Active,Back Office Automation,44,185170,199428,107.7,Product Management,Fujitsu,Ireland,Telecommunications,108700,No,Yes
PRJ013434,CMP01482,Atlas Automation Platform,2020-12-11,2022-10-17,Planned,IT Helpdesk,48,112372,124957,111.2,Finance & Accounting,Infosys,Brazil,Healthcare & Pharmaceuticals,132875,Yes,Yes
PRJ013435,CMP02220,Comprehensive Automation Platform,2017-09-01,,Active,HR Onboarding,17,334276,216610,64.8,Data Entry,Fujitsu,Switzerland,Construction & Engineering,15529,Yes,Yes
PRJ013436,CMP03011,Apex Process Mining,2020-08-19,,Active,Process Automation,4,96832,232687,240.3,Content Moderation,Accenture,India,Oil & Gas,22633,Yes,Yes
PRJ013437,CMP03798,Global Workflow Automation,2025-10-04,2025-12-02,Completed,Financial Reconciliation,46,52504,95189,181.3,Invoice Processing,Accenture,Ireland,Aerospace & Defense,116913,Yes,No
PRJ013438,CMP02567,Prism Cognitive Automation,2021-12-20,2023-10-07,Completed,Order Processing,42,17325,12231,70.6,Finance & Accounting,Hitachi Consulting,China,Chemical & Materials,44830,No,No
PRJ013439,CMP02035,Prism Task Automation,2020-02-06,2023-06-28,Planned,Order Processing,41,46186,176384,381.9,Treasury,Hexaware Technologies,Germany,Telecommunications,315580,No,No
PRJ013440,CMP01568,Nexus Process Automation,2024-10-07,,Active,Data Extraction & Migration,35,65311,25601,39.2,Order Processing,Birlasoft,India,Life Sciences,25606,No,No
PRJ013441,CMP00877,Scalable Cognitive Automation,2022-08-04,2023-05-18,Completed,Claims Processing,15,119663,93456,78.1,Order Processing,EXL Service,Czech Republic,Construction & Engineering,13880,Yes,No
PRJ013442,CMP00767,Horizon Bot Operations,2023-05-10,2023-09-07,Completed,Inventory Management,2,483342,1011151,209.2,Fraud Detection,Aricent,Canada,Insurance,2422,No,Yes
PRJ013443,CMP00173,Vanguard Workflow Automation,2024-10-30,2024-12-04,Completed,Fraud Detection,8,145868,172270,118.1,Treasury,KPMG,India,Life Sciences,18327,Yes,Yes
PRJ013444,CMP02021,Sentinel Process Reengineering,2022-02-05,2023-03-22,Planned,Payroll Automation,46,166693,312215,187.3,Payroll,DXC Technology,Israel,Technology & IT Services,55065,Yes,Yes
PRJ013445,CMP01940,Horizon Process Reengineering,2019-02-14,2020-06-29,Completed,Fraud Detection,31,244217,640336,262.2,Payroll,Wipro,Colombia,Nonprofit & NGO,88138,No,No
PRJ013446,CMP00050,Global Hyperautomation,2022-08-24,2024-02-10,Completed,IT Helpdesk,11,113690,568450,500.0,Quality Assurance,Wipro,United States,Healthcare & Pharmaceuticals,84950,Yes,No
PRJ013447,CMP02349,Nova Process Automation,2018-10-01,2025-05-20,Planned,Contract Analysis,35,148916,489784,328.9,Sales & Marketing,Wipro,South Africa,Transportation & Logistics,138712,No,No
